Start Time:  22-07-2025 16:08:35          Time Completed:  22-07-2025 16:57:13      Elapsed Time:  00:48:38
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1_17kG\MvsH_1_17kG.exp
Data File:     C:\IDEASVSM\LS_QC\BA_seco_orientado_para.txt
Plot File:     C:\IDEASVSM\LS_QC\BA_seco_orientado_para.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1_17kG\MvsH_1_17kG.stp
VSM Data File: C:\IDEASVSM\LS_QC\BA_seco_orientado_para.dat

***DATA***

Field(G)	 Moment(emu)	
 14653.5 	 0.00516658 	
 14653.6 	 0.0051697 	
 14653.6 	 0.00516749 	
 14000 	 0.00518063 	
 12998 	 0.0051947 	
 11999.6 	 0.00520317 	
 11000 	 0.00519831 	
 9999.99 	 0.00519845 	
 9000.02 	 0.00519715 	
 7999.95 	 0.00518551 	
 6999.98 	 0.00517547 	
 5999.96 	 0.0051535 	
 4999.97 	 0.00511611 	
 3999.99 	 0.00505102 	
 3000.19 	 0.00492923 	
 2000 	 0.0047115 	
 999.987 	 0.00417606 	
 950.001 	 0.00412647 	
 899.999 	 0.00407656 	
 849.992 	 0.00402293 	
 800 	 0.00396299 	
 749.999 	 0.0038983 	
 700.005 	 0.00383049 	
 650.001 	 0.00375356 	
 600.001 	 0.00366754 	
 550.004 	 0.00357376 	
 499.993 	 0.00345884 	
 449.984 	 0.00335203 	
 399.999 	 0.00322374 	
 350.027 	 0.00307544 	
 300.002 	 0.00290447 	
 250.014 	 0.00271237 	
 200.002 	 0.00249013 	
 190.006 	 0.00243433 	
 179.998 	 0.00238366 	
 169.993 	 0.00232699 	
 160.006 	 0.00227497 	
 149.998 	 0.00221743 	
 139.994 	 0.00216522 	
 129.998 	 0.00210541 	
 119.995 	 0.00204646 	
 109.994 	 0.00197432 	
 99.9977 	 0.00191538 	
 90.0054 	 0.00185359 	
 79.9993 	 0.00178961 	
 69.9964 	 0.00172043 	
 59.9969 	 0.00165136 	
 50.0018 	 0.00158015 	
 39.9926 	 0.00150753 	
 29.9961 	 0.00143236 	
 20 	 0.00135723 	
 17.9994 	 0.0013303 	
 15.9978 	 0.00130777 	
 14.0017 	 0.00128774 	
 12.0055 	 0.00126815 	
 9.99852 	 0.00124857 	
 7.98549 	 0.00123332 	
 5.99326 	 0.0012177 	
 4.00583 	 0.00120042 	
 2.00716 	 0.00118579 	
-0.000953871 	 0.00116839 	
-2.004 	 0.00115498 	
-3.99942 	 0.00113833 	
-6.0027 	 0.00112251 	
-7.99848 	 0.00110466 	
-10.0059 	 0.00108962 	
-12.0033 	 0.00107584 	
-14.0096 	 0.00106229 	
-15.9996 	 0.0010451 	
-18.0063 	 0.00102936 	
-19.9978 	 0.00101536 	
-29.9979 	 0.000929136 	
-40.0112 	 0.000876735 	
-50.0032 	 0.000810176 	
-60.0041 	 0.000737911 	
-70.0054 	 0.000657977 	
-80.0069 	 0.000580228 	
-90.001 	 0.000500694 	
-99.9979 	 0.000419124 	
-110.006 	 0.00033862 	
-119.998 	 0.000254152 	
-129.997 	 0.000156975 	
-140.001 	 0.0000819561 	
-150.004 	-0.00000267651 	
-159.999 	-0.000125513 	
-170.002 	-0.000197314 	
-180.004 	-0.000308907 	
-190.008 	-0.000393892 	
-200.005 	-0.000494787 	
-250.004 	-0.00111866 	
-299.997 	-0.00177892 	
-349.995 	-0.0023354 	
-400.001 	-0.00268297 	
-450.003 	-0.00297834 	
-500.002 	-0.00320006 	
-550 	-0.00337953 	
