Start Time:  11-07-2025 14:53:20          Time Completed:  11-07-2025 15:45:45      Elapsed Time:  00:52:24
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\8A_seco2.txt
Plot File:     C:\IDEASVSM\LS_QC\8A_seco2.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\8A_seco2.dat

***DATA***

Field(G)	 Moment(emu)	
 18586.1 	 0.00935323 	
 18000 	 0.00939375 	
 17000 	 0.00946138 	
 16000 	 0.00952624 	
 15000 	 0.00958909 	
 14000 	 0.00964648 	
 13000 	 0.00969978 	
 12000 	 0.00974717 	
 11000 	 0.00979051 	
 9999.99 	 0.00982565 	
 8999.99 	 0.00985588 	
 7999.99 	 0.00986866 	
 7000.01 	 0.00987357 	
 6000 	 0.00985435 	
 5000 	 0.00981544 	
 3999.99 	 0.00969085 	
 3000 	 0.00945168 	
 2000 	 0.00896076 	
 999.995 	 0.00766291 	
 949.988 	 0.00754326 	
 900 	 0.00741609 	
 849.997 	 0.00727937 	
 799.997 	 0.00713195 	
 749.997 	 0.00697231 	
 699.991 	 0.00679811 	
 649.993 	 0.00660786 	
 599.994 	 0.00639884 	
 549.996 	 0.00617109 	
 499.99 	 0.00592343 	
 449.989 	 0.00564924 	
 400.005 	 0.00530809 	
 349.996 	 0.00498153 	
 300.005 	 0.00463726 	
 249.993 	 0.0041782 	
 199.996 	 0.003789 	
 190.006 	 0.00368568 	
 179.994 	 0.00358696 	
 169.993 	 0.00348923 	
 160.003 	 0.00339155 	
 149.996 	 0.00329264 	
 139.991 	 0.003193 	
 130.002 	 0.00309155 	
 119.997 	 0.00298937 	
 109.997 	 0.00288646 	
 99.9959 	 0.00278243 	
 89.9987 	 0.00267815 	
 79.9987 	 0.00257393 	
 69.9932 	 0.00243214 	
 59.9987 	 0.00234688 	
 49.9965 	 0.0022497 	
 40.0092 	 0.00214737 	
 30.0018 	 0.00204314 	
 19.9907 	 0.00193879 	
 17.9955 	 0.00189987 	
