Start Time:  22-07-2025 14:45:08          Time Completed:  22-07-2025 15:34:26      Elapsed Time:  00:49:17
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\BA_seco_orientado_horiz.txt
Plot File:     C:\IDEASVSM\LS_QC\BA_seco_orientado_horiz.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\BA_seco_orientado_horiz.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.00508179 	
 18000 	 0.00508397 	
 17000 	 0.00508236 	
 16000 	 0.00508285 	
 15000.4 	 0.0050646 	
 14000.5 	 0.00507278 	
 13000.1 	 0.00506505 	
 12000 	 0.00505649 	
 11000 	 0.00504422 	
 10000 	 0.0050305 	
 8999.99 	 0.00501341 	
 8000 	 0.00500368 	
 7000 	 0.00496063 	
 6000.05 	 0.00492706 	
 4999.99 	 0.00487085 	
 3999.99 	 0.00477483 	
 3000.14 	 0.00461381 	
 1999.99 	 0.00429627 	
 999.994 	 0.00350409 	
 949.952 	 0.00344033 	
 900.006 	 0.00337086 	
 849.991 	 0.00329753 	
 799.98 	 0.00321959 	
 750.005 	 0.00313567 	
 699.988 	 0.00304686 	
 649.995 	 0.00295071 	
 600.005 	 0.00284879 	
 550.003 	 0.00273914 	
 500.003 	 0.00262233 	
 450.001 	 0.00249658 	
 400.003 	 0.00236059 	
 350.005 	 0.00221066 	
 299.991 	 0.00205261 	
 249.995 	 0.00187982 	
 199.996 	 0.00169127 	
 189.993 	 0.0016461 	
 179.999 	 0.00160425 	
 170.004 	 0.00156223 	
 160.007 	 0.0015201 	
 150.001 	 0.00147708 	
 139.996 	 0.00143531 	
 129.99 	 0.00139153 	
 120 	 0.00134854 	
 109.999 	 0.00130342 	
 99.9991 	 0.00125824 	
 89.9966 	 0.00121261 	
 80.0008 	 0.00116572 	
 70.0023 	 0.00111895 	
 60.0016 	 0.00107208 	
 49.9954 	 0.00102397 	
 39.9935 	 0.000975231 	
 29.9959 	 0.000926496 	
 19.9925 	 0.000876751 	
 18.0004 	 0.000859238 	
 15.9991 	 0.000844467 	
 13.9967 	 0.000831308 	
 11.9903 	 0.000819517 	
 10.0065 	 0.000807542 	
 7.99671 	 0.000796619 	
 5.9951 	 0.000786076 	
 3.99853 	 0.000775192 	
 2.00648 	 0.000765035 	
-0.00362579 	 0.000754035 	
-2.00916 	 0.00074379 	
-3.99847 	 0.000733256 	
-5.99961 	 0.000723817 	
-8.00062 	 0.000713955 	
-9.99356 	 0.000704178 	
-11.9975 	 0.00069365 	
-14.0095 	 0.000683789 	
-16.0029 	 0.000673703 	
-18.004 	 0.000663686 	
-19.9999 	 0.000653552 	
-30.0009 	 0.000616423 	
-39.9957 	 0.000573485 	
-50.0015 	 0.000526402 	
-60.0026 	 0.000478044 	
-69.9957 	 0.000420866 	
-80.0018 	 0.000374712 	
-90.013 	 0.000325526 	
-99.9953 	 0.000275341 	
-110.002 	 0.000223769 	
-119.997 	 0.000171453 	
-130.013 	 0.000119216 	
-140.004 	 0.0000664795 	
-149.998 	 0.00000460984 	
-159.999 	-0.0000635702 	
-170.001 	-0.000107124 	
-180.001 	-0.000157949 	
-190.006 	-0.000214114 	
-199.999 	-0.000273762 	
-250.006 	-0.000619602 	
-299.992 	-0.000949846 	
-350.003 	-0.0012907 	
-399.993 	-0.00159379 	
-449.999 	-0.00186406 	
-499.988 	-0.00209986 	
-549.999 	-0.00230648 	
-600.003 	-0.0024878 	
-650.001 	-0.0026494 	
-700.002 	-0.00279379 	
-749.995 	-0.00292286 	
-800.002 	-0.00303994 	
-850 	-0.0031461 	
-900.002 	-0.00324342 	
-949.989 	-0.00333186 	
-1000 	-0.00341368 	
-2000.01 	-0.00428372 	
-3000.01 	-0.00460495 	
-4000.02 	-0.00476827 	
-5000.01 	-0.00486443 	
-6000.02 	-0.00491723 	
-6999.99 	-0.00495561 	
-7999.99 	-0.00498546 	
-9000.01 	-0.00500761 	
-10000 	-0.00502638 	
-11000 	-0.00503924 	
-12000 	-0.00505052 	
-13000 	-0.00505991 	
-14000 	-0.0050674 	
-14966.7 	-0.00507277 	
-16000 	-0.00507797 	
-17000 	-0.00508221 	
-18000 	-0.00508616 	
-19000 	-0.00508732 	
-18000 	-0.00508773 	
-17000 	-0.00508679 	
-16000 	-0.00508463 	
-15000 	-0.00507975 	
-14000 	-0.00507329 	
-13000 	-0.00506673 	
-12000 	-0.00505761 	
-11000 	-0.00504559 	
-10000 	-0.00503151 	
-8999.99 	-0.0050141 	
-7999.99 	-0.00499151 	
-7000 	-0.00496204 	
-5999.97 	-0.00492355 	
-4999.99 	-0.00486975 	
-4000 	-0.00477468 	
-2999.82 	-0.0046143 	
-1999.99 	-0.00429845 	
-999.99 	-0.00351445 	
-949.997 	-0.00344654 	
-899.996 	-0.00337719 	
-849.99 	-0.00330209 	
-800 	-0.00322385 	
-749.99 	-0.00313943 	
-700 	-0.00305071 	
-649.991 	-0.00295557 	
